uhhidfs,uhhid,j1,j10,j11,j12,j13,j14,j15,j16,j17,j18,j19,j110,j111,j112,j113,j114,j115,j1_other,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j2_7,j2_8,j2_9,j2_10,j2_11,j2_12,j2_13,j2_14
2985,2000435,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2986,2000484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2987,2000489,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2988,2000485,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2989,2000676,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2990,2000675,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2991,2000506,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2992,2000673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2993,2000674,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2994,2000499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2995,2000500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2996,2000498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2997,2000302,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2998,2000301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2999,3000141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3000,1002646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3001,1002627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3002,1002644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3003,10002625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3005,1002761,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
3006,1002762,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3007,3002156,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Too much rainfall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3009,3001034,1 6 7 8 9 12,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,NA,2,NA,NA,NA,NA,2,2,3,3,NA,NA,2,NA,NA
3010,1000191,1 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Limited land to cultivate,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,3000548,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Limited land for cultivation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,3000552,10 15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Limited land and also water is at times scarce,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
3013,3000555,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shortage of land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,3000553,10 15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Land is still small for them to do agriculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
3015,3000125,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Limited land to cultivate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3016,1002763,1 2 6 7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
3017,3002159,1 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low food prices for Simsim,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3018,3000202,2 8 11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3019,3000213,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3020,3000212,2 8 11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA
3021,3000211,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3022,3000210,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3023,3000208,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3024,3000559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3025,3001666,11 5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3026,3001665,5 11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3027,3001664,11 5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3028,1002215,5 11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3029,1002217,11 5 4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3030,1002216,5 4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,1002879,6 4 5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
3032,1002880,6 5 4 11,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,3,NA,NA,NA
3033,1002814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3034,1002815,6 5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
3035,1002881,6 4 5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
3036,2000559,1 2 5 6 10 11,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,NA,3,4,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA
3037,2000381,2 5 10 8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,3,NA,NA,3,NA,NA,2,NA,3,NA,NA,NA,NA
3038,2000383,2 5 8 11,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA
3039,2000380,2 5 11 1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3040,2000671,2 5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041,2000627,2 8 5 4 10 11,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,NA,NA,4,NA,3,3,NA,NA,3,NA,4,3,NA,NA,NA
3042,2000483,2 5 8 10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,3,NA,NA,4,NA,NA,3,NA,4,NA,NA,NA,NA
3043,2000629,2 5 9 10,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,4,NA,NA,4,NA,NA,NA,3,3,NA,NA,NA,NA
3044,2000630,2 1 6 8 10,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,4,4,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA
3045,2000481,2 8 11 5 1 4,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,NA,3,3,NA,3,3,NA,NA,3,NA,NA,3,NA,NA,NA
3046,2000619,2 6 5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
3047,2000622,2 4 8 11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,NA,4,NA,3,NA,NA,NA,3,NA,NA,4,NA,NA,NA
3048,2000623,2 8 11 1 5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,3,4,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA
3049,2000620,2 6 4 8 9 5,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,NA,NA,3,NA,3,4,3,NA,3,3,NA,NA,NA,NA,NA
3050,2000670,1 5 2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3051,2000668,2 6 10 5 4,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,3,NA,4,3,3,NA,NA,NA,3,NA,NA,NA,NA
3052,2000244,2 4 11 5 1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,NA,3,3,NA,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA
3053,2000574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,2000704,12 6 9 10,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,2,2,NA,2,NA,NA
3055,2000376,11 6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA
3056,2000378,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA
3057,2000379,12 11 6 7,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,2,NA,NA
3058,2000350,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA
3059,2000351,6 7 12 11 10,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,2,NA,NA,2,3,2,NA,NA
3060,2000352,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA
3061,2000353,11 8 6 2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA
3062,2000426,6 11 8,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,3,NA,NA,NA
3063,2000514,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA
3064,2000513,6 8 14 11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,NA,NA,1
3065,2000427,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA
3066,2000377,6 7 12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,NA,NA
3067,2000081,2 6 7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
3068,2000084,2 11 6 14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1
3069,2000080,6 11 8,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,4,NA,NA,NA
3070,2000083,6 11 12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA
3071,2000082,6 7 12 11,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA
3072,2000515,6 11 12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,4,NA,NA
3073,2000517,6 8 11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,2,NA,NA,NA
3074,2000516,6 2 11 12,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA
3075,2000679,11 8 2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA
3076,2000678,5 6 7 11,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,4,NA,NA,NA
3077,2000677,2 11 8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA
3078,2000680,6 2 11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA
3079,2000681,6 12 11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,NA,NA
3080,2000518,6 12 11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA
3081,2000471,2 8 11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3082,2000511,2 11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3083,2000512,2 11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3084,2000703,2 11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3085,2000705,2 11 8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3086,2000422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,1002391,5 6 8 11,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,3,NA,NA,3,NA,NA,NA
3088,1002162,1 6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
3089,1002359,1 6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
3090,1001553,1 6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
3091,1002755,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,1000686,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3093,10002122,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
3094,1002131,1 8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
3095,1002132,8 11 14 2 6,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,NA,NA,2,NA,NA,NA,3,NA,4,NA,NA,3,NA,NA,3
3096,1002120,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3097,3001995,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
3098,3001996,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
3099,3001997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,3001832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,3001978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,3001977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,3001979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,3001974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,3001975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,3001862,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3107,3001835,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3108,3001922,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3109,3001864,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3110,3001746,2 8 11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3111,3001898,8 11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3112,3001992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,3001993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,3001880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,3001998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116,3001885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,3000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,3001955,2 9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3121,3001934,2 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Long rains,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,3000525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,1002878,12 11 13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA
3124,1002877,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
3126,1002240,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
3127,1002859,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
3129,3002331,8 11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
3130,3001512,11 8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
3131,3001511,10 11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
3132,3002512,11 8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA
3133,3000999,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA
3134,3001000,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3135,3002515,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
3136,3000993,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA
3137,2000610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3138,3001001,2 11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
3139,1002860,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,1002861,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,1002862,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,1002863,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,3001564,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,3001562,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,3002511,1 6 11 12,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,3,NA,NA
3146,3001193,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3147,2000371,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,3002022,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Much rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3149,3002019,11 15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,To much sunshine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
