uhhidfs,uhhidp,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18
332,1000373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1001673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1000438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1000457,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
337,1000987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1000442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1000443,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1000339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1000453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1000367,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1000454,2,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0
344,1000307,1,2,2,1,2,1,1,2,1,2,0,3,1,0,0,1,1,1
345,1000372,6,0,0,0,2,1,0,2,0,1,0,3,1,2,0,0,1,2
346,1000586,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
347,3000082,6,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
348,3000986,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
349,3000985,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1001676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,1001677,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1001778,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
353,1001780,3,2,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,5
354,1001776,1,3,0,0,2,0,0,2,0,1,0,0,3,0,0,4,0,2
355,1002420,1,1,4,1,1,1,2,2,0,1,0,1,1,1,1,0,2,3
356,1000585,0,0,0,0,0,0,0,3,0,4,2,1,2,0,3,4,1,2
357,1000230,2,1,1,0,0,0,0,0,0,0,0,3,2,4,1,3,1,0
358,1000583,2,3,1,0,2,0,0,0,0,1,1,3,1,0,2,4,1,1
359,1002421,2,0,3,1,3,0,0,3,0,2,0,3,2,1,3,1,1,1
360,1002424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,3000083,2,1,1,3,2,1,1,2,0,0,1,4,1,0,0,0,1,0
362,3000944,2,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0
363,3000948,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364,3000949,4,5,2,0,0,0,0,2,1,0,2,3,0,0,0,4,3,3
365,3000081,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,3000989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3000084,2,2,0,0,2,4,0,2,1,0,1,2,0,0,0,0,0,0
368,3000988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,3000085,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
370,3001039,6,0,2,0,3,0,0,7,0,0,1,2,1,0,0,0,0,0
371,3000991,7,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
372,3000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,1000890,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1000889,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1000887,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376,1000860,5,3,2,4,0,0,1,2,0,4,0,1,1,2,0,0,0,0
377,3000347,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
378,3000356,7,0,0,0,0,0,0,7,3,0,1,1,3,0,0,0,0,0
379,3000566,7,2,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,7
380,3000564,7,0,0,0,0,0,0,7,3,0,0,7,0,0,0,0,0,0
381,1000825,7,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
382,2000066,3,0,0,3,0,2,0,1,2,2,0,1,0,0,0,0,0,2
383,2000060,4,3,0,2,3,0,0,4,0,0,2,3,0,0,0,0,0,0
384,2000059,4,3,3,3,2,2,3,5,4,3,4,3,4,0,0,0,0,3
385,2000063,3,2,3,3,2,0,0,5,0,0,0,3,6,0,0,0,0,6
386,2000062,2,3,6,3,0,0,0,3,0,2,2,2,3,0,0,0,0,4
387,2000064,3,4,2,3,0,0,0,7,4,2,3,7,2,2,0,0,0,0
388,2000095,2,2,1,7,0,0,0,3,2,0,2,1,0,0,0,3,2,0
389,2000094,3,2,1,3,1,1,0,3,2,0,0,5,0,3,0,0,0,1
390,2000093,4,0,0,4,0,0,0,0,3,0,0,1,0,2,0,3,0,2
391,2000561,7,2,2,1,7,1,0,0,0,0,0,2,0,0,0,1,0,2
392,2000562,2,0,0,4,1,0,0,1,1,1,2,0,0,0,0,0,0,0
393,2000563,2,2,2,3,4,0,0,4,4,2,2,3,0,0,0,0,0,2
394,2000531,7,4,1,6,0,0,3,5,1,1,3,3,1,0,0,0,0,5
395,2000120,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2000050,7,3,0,0,7,7,0,7,3,0,0,0,0,0,0,0,0,0
397,2000052,7,0,3,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0
398,2000119,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
399,2000570,7,0,2,0,3,0,0,7,7,0,5,0,0,0,0,0,0,7
400,2000571,7,7,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
401,2000569,3,2,2,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0
402,2000572,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
403,2000326,1,4,4,0,3,5,0,7,7,0,2,7,3,0,0,0,0,0
404,2000324,5,3,2,0,0,0,0,0,3,0,1,3,2,0,0,0,0,0
405,2000327,6,3,2,0,2,0,0,7,2,0,3,7,0,0,0,0,0,0
406,2000573,2,7,2,0,7,7,0,7,3,0,0,2,0,0,0,0,0,0
407,1002374,3,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
408,1002373,3,2,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,0
409,1002372,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
410,1002371,4,0,0,0,0,0,0,3,2,0,1,5,0,0,2,0,0,0
411,3000144,4,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
412,1000220,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413,1000934,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
414,1000915,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
415,1000914,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,1000913,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417,1002590,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,1002519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1002488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1002517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1002583,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1002599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1002617,3,0,2,1,0,0,1,0,2,2,0,0,0,0,0,0,4,7
424,1002591,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,1,0
425,1002609,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
426,1002616,0,0,2,2,0,0,0,0,0,1,3,0,1,0,0,0,2,0
427,3001548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,3001551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
429,3001552,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,3001549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,3000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,3000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,3000990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,3002723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,3001317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,3001318,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
437,3001320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3001321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,3001319,7,0,3,0,4,3,0,7,1,0,3,5,7,0,0,0,1,1
440,3001316,7,4,7,2,0,7,4,7,3,0,4,5,3,0,0,0,0,4
441,3001073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,3001074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,3002715,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
444,3002718,2,1,1,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0
445,3002717,5,3,0,0,2,3,0,0,2,0,0,3,0,0,0,0,0,0
446,3002714,6,0,0,0,4,3,0,3,2,0,0,2,0,0,0,0,0,0
447,3002716,5,2,2,0,3,3,0,2,3,0,0,5,0,0,0,0,0,0
448,3002712,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,3000565,7,0,0,0,0,0,0,7,4,0,0,7,0,0,0,0,0,0
450,3001229,4,2,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0
451,3001737,5,2,1,0,2,3,0,3,3,0,0,2,0,0,0,0,0,0
452,3001227,5,0,0,0,2,3,0,2,2,0,0,1,0,0,0,0,0,0
453,3001228,6,3,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0
454,3001226,7,2,2,0,2,5,0,3,4,0,0,3,0,0,0,0,0,0
455,3002710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,3001075,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,3001077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3001079,7,3,0,0,6,0,0,7,0,0,3,7,0,0,0,0,0,0
459,3001078,7,2,0,0,5,0,0,7,0,0,2,5,0,0,0,0,0,0
460,3001076,7,2,1,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0
461,3001072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2000089,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
463,2000092,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
464,2000090,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
465,2000088,4,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
466,2000293,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
467,2000294,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2
468,2000372,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,2000295,2,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
470,1002485,5,3,2,0,7,0,0,7,4,4,2,3,3,0,0,0,3,0
471,1002487,2,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
472,1002399,7,1,1,0,0,0,3,7,0,0,2,7,0,0,0,0,0,0
473,1002486,7,3,0,0,0,0,0,7,2,0,1,2,0,0,0,0,0,0
474,1002398,3,2,0,0,2,3,0,4,1,0,2,3,0,0,0,0,0,0
475,3002721,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
476,3002725,2,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
477,3002720,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
478,3002724,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
479,3002722,2,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0
480,3002748,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,3002820,2,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0
482,3002818,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
483,3002823,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
484,3002817,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
485,3002819,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
486,3002822,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
487,3001735,2,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0
488,3001736,2,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0
489,3002680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,3002679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,3002678,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
492,3002681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
493,3002675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,3002676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,3002677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,3001173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3001187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,3001179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,3001178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,3001177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,3001174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,3001175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,3001176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2000074,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
508,2000072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2000058,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
511,2000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,4000513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,4000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,4000515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
516,4000516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
517,4000517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,4000518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,4000519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
520,4000520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,4000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,4000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,4000523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,4000524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,4000525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,4000526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,4000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,4000528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,4000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,4000530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,4000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,4000532,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,4000533,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,4000534,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,4000535,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,4000536,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
537,4000537,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,4000538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,4000539,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
540,4000540,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3
541,4000541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
542,4000542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
543,4000543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,4000544,0,3,1,7,0,0,0,0,0,0,1,2,1,0,0,0,0,2
545,4000545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,4000546,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
547,4000547,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
548,4000548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
549,4000549,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
550,4000550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,4000551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,3002530,6,5,0,3,1,2,0,3,2,3,2,1,2,0,0,0,2,0
553,3000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,3000220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,3000219,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
556,3000218,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
557,3000221,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
558,3002529,0,1,0,0,0,1,0,1,0,0,0,5,2,0,0,0,3,1
559,2000195,1,2,2,1,0,0,0,1,1,2,1,2,0,0,0,0,0,1
560,3002532,2,3,1,2,5,1,0,0,0,0,2,2,1,0,0,0,0,0
561,3002533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2000354,1,2,1,2,2,2,0,2,1,1,2,2,1,0,0,0,0,0
563,3002531,2,2,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0
564,2000392,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
565,3002611,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2000190,1,1,2,3,1,2,1,3,1,1,1,1,1,0,0,0,0,0
567,3002633,7,0,4,4,1,0,0,5,6,0,1,5,3,0,0,0,0,3
568,2000176,1,2,5,1,2,0,0,5,7,0,3,2,2,0,0,0,0,0
569,2000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2000189,1,0,0,3,0,0,0,7,4,0,1,6,0,0,0,0,0,0
571,3002489,7,0,0,0,0,0,0,7,5,0,0,7,2,0,0,0,0,7
572,3002490,7,2,0,0,3,2,0,6,0,0,0,3,0,0,0,0,0,0
573,3002491,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7
574,3002492,7,3,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0
575,3002487,7,4,4,0,4,5,2,5,4,0,0,3,0,0,0,0,1,4
576,1002354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1002661,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1000824,7,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,0
579,3002462,2,1,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0
580,3002463,1,1,0,1,1,2,0,3,2,0,0,2,0,0,0,0,0,0
581,3002813,1,1,2,1,0,2,0,2,0,0,0,1,0,2,0,1,1,0
582,3002812,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,3002811,2,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0
584,3002858,1,0,0,0,0,2,0,3,3,0,1,2,1,0,0,0,0,0
585,3002612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1002340,0,0,0,0,0,1,0,2,0,0,0,4,0,2,0,0,0,0
587,1002336,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
588,1002341,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1002343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1002342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1002677,0,4,4,3,3,0,1,2,2,0,0,1,0,0,0,0,2,1
592,1002678,2,0,0,2,3,0,0,0,2,0,2,0,0,0,0,0,1,0
593,1002668,2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
594,1002676,1,2,3,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0
595,1002669,0,3,0,1,4,0,0,1,3,0,1,0,1,0,0,1,3,0
596,3000199,4,2,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
597,3000197,2,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
598,3000274,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
599,3000200,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
600,3000198,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
601,3000201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2000509,7,5,3,0,3,2,0,5,1,0,2,3,3,0,0,0,0,0
603,2000325,7,1,1,4,3,5,0,7,3,0,2,5,3,0,0,0,0,0
604,2000281,7,3,2,0,3,3,0,7,3,0,0,0,0,0,0,0,0,0
605,2000279,7,7,2,0,3,2,0,3,2,0,3,7,0,0,0,0,0,0
606,2000283,7,3,2,0,2,2,0,7,0,0,0,3,0,0,0,0,0,0
607,2000280,3,3,0,5,3,4,0,4,7,0,1,5,0,0,0,0,0,0
608,3000183,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,3000186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,3000184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,3000185,7,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7
612,3000187,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,3002478,7,1,7,0,0,0,0,0,3,0,3,7,7,0,0,0,0,0
614,3002483,7,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
615,3002480,7,3,2,0,0,0,0,7,0,0,1,7,1,0,0,0,0,0
616,3002481,7,0,7,0,0,0,0,7,0,0,0,7,2,0,0,0,0,3
617,3002486,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,1
618,3002485,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
619,3002482,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
620,3002477,7,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,0,2
621,3000111,5,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
622,3000112,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
623,3000105,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
624,3000106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
625,3000113,6,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,3
626,3000188,1,1,1,0,5,3,2,2,0,0,0,2,0,0,0,0,0,0
627,3000078,0,0,0,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0
628,3000074,6,4,3,5,4,6,5,6,1,0,4,5,2,2,0,1,2,0
629,3000072,1,1,0,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0
630,3000075,3,2,0,2,3,2,2,2,0,0,0,2,0,4,0,1,0,0
631,3000073,2,2,1,2,3,1,0,4,0,0,1,2,0,1,0,0,0,0
632,3000227,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
633,3000226,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
634,3000225,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
635,3000228,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
636,3000224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,3000223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2000133,3,3,3,7,0,0,0,3,7,0,3,3,0,0,0,0,0,3
639,2000139,5,4,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0
640,2000140,2,3,3,2,0,0,3,1,2,1,0,0,2,0,0,0,0,3
641,2000141,4,5,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3
642,3000088,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0
643,2000132,2,0,0,5,0,0,7,0,0,0,0,1,0,0,0,0,0,0
644,3000091,3,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,1,0
645,3000092,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
646,2000158,4,4,4,3,0,2,2,2,3,0,1,1,2,0,0,0,0,2
647,1002000,7,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
648,1000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,1000166,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,3000523,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,3000521,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,3000476,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
653,3000471,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,3000474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,3000473,5,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0
656,3000133,2,0,1,0,2,0,0,3,0,0,1,1,0,0,0,0,2,0
657,3000135,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
658,1002645,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0
659,3000137,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
660,1002626,3,0,0,2,1,1,0,7,7,0,0,0,0,0,0,0,0,0
661,3000546,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,3000540,7,0,3,4,2,2,0,7,5,0,1,7,1,0,0,0,0,0
